SentenceId,Phrase,Sentiment
4867,"['surfac', 'psychodramat']",0
4868,"['scorses', 'bold', 'imag', 'gener', 'smart', 'cast', 'ensur', 'gang', 'never', 'letharg', 'movi', 'hinder', 'central', 'plot', 'pepper', 'fals', 'start', 'popul', 'charact', 'nearli', 'imposs', 'care']",1
4869,"['ami', 'matthew', 'bit', 'phoni', 'relationship', 'film', 'work', 'spite']",3
4870,"['one', 'onli', 'assum', 'juri', 'bestow', 'star', 'hoffman', 'brother', 'gordi', 'waldo', 'salt', 'screenwrit', 'award', '2002', 'sundanc', 'festiv', 'honor', 'attempt', 'someth', 'differ', 'actual', 'pull']",1
4871,"['affabl', 'undernourish', 'romant', 'comedi', 'fail', 'match', 'fresh', 'actress', 'produc', 'writer', 'previou', 'collabor', 'miss', 'congeni']",1
4872,"['thoroughli', 'entertain', 'comedi', 'us', 'grant', 'twist', 'acid', 'prevent', 'succumb', 'batho']",4
4873,"['spielberg', 'pictur', 'smarter', 'subtler', 'lrb', 'total', 'recal', 'blade', 'runner', 'rrb', 'although', 'plot', 'may', 'prove', 'convolut', 'fun', 'seek', 'summer', 'audienc']",3
4874,"['chamber', 'secret', 'find', 'million', 'eager', 'fan']",4
4875,"['instantli', 'forgett', 'snow', 'stuntwork', 'extravaganza', 'like', 'upstag', 'avalanch', 'appeal', 'holiday', 'season', 'product']",1
4876,"['sit', 'thi', 'sloppi', 'made', 'movi', 'comedi', 'special', 'make', 'wonder', 'lawrenc', 'hate', 'critic', 'much', 'refus', 'evalu', 'hi', 'work']",0
4877,"['chick', 'flick', 'guy']",2
4878,"['patienc', 'great', 'reward']",3
4879,"['among', 'mani', 'pleasur', 'live', 'intellig', 'artist', 'percept', 'situat']",3
4880,"['film', 'remind', 'vastli', 'improv', 'german', 'version', 'big', 'fat', 'greek', 'wed', 'better', 'charact', 'genuin', 'quirki', 'least', 'measur', 'style']",3
4881,"['harvard', 'man', 'semi', 'throwback', 'reminisc', 'without', 'nostalgia', 'sentiment']",2
4882,"['diaz', 'appleg', 'blair', 'posey', 'suitabl', 'kooki', 'appeal', 'woman', 'strip', 'often', 'enough', 'keep', 'men', 'alert', 'amus']",3
4883,"['plotless', 'collect', 'moron', 'stunt', 'far', 'worst', 'movi', 'year']",0
4884,"['play', 'like', 'high', 'end', 'john', 'hugh', 'comedi', 'kind', 'elder', 'bueller', 'time']",3
4885,"['smug', 'convolut', 'action', 'comedi', 'doe', 'n', 'allow', 'earnest', 'moment', 'pa', 'without', 'remind', 'audienc', 'onli', 'movi']",0
4886,"['love', 'liza', 'festiv', 'film', 'would', 'better', 'stay', 'festiv', 'circuit']",1
4887,"['simpl', 'poignant', 'leaven', 'humor', 'film', 'affirm', 'nourish', 'aspect', 'love', 'companionship']",3
4888,"['present', 'good', 'case', 'fail', 'provid', 'reason', 'u', 'care', 'beyond', 'veri', 'basic', 'dictum', 'human', 'decenc']",2
4889,"['thi', 'seduct', 'teas', 'thriller', 'get', 'job', 'done']",3
4890,"['movi', 'ingeni', 'fun']",4
4891,"['noyc', 'creat', 'film', 'near', 'hypnot', 'physic', 'beauti', 'even', 'tell', 'stori', 'horrifi', 'ani', 'heart', 'breakingli', 'extens', 'annal', 'white', 'black', 'racism']",2
4892,['fanboy'],2
4893,"['meld', 'deriv', 'element', 'someth', 'often', 'quit', 'rich', 'excit', 'alway', 'beauti', 'behold']",4
4894,"['plain', 'pedestrian', 'catsup']",0
4895,"['like', 'child', 'import', 'messag', 'tell', 'lrb', 'skin', 'rrb', 'fault', 'easi', 'forgiv', 'becaus', 'intent', 'lofti']",2
4896,"['n', 'steal', 'harvard', 'horribl', 'movi', 'onli', 'grand', 'failur']",0
4897,"['subject', 'illus', 'versu', 'realiti', 'n', 'realiti', 'seem', 'least', 'passabl', 'real']",1
4898,"['thi', 'kind', 'movi', 'get', 'quick', 'releas', 'befor', 'real', 'contend', 'arriv', 'septemb']",0
4899,"['devote', 'french', 'cinema', 'safe', 'conduct', 'rich', 'period', 'minutia', 'like', 'die', 'go', 'celluloid', 'heaven']",4
4900,"['see', 'would', 'surpris', 'come', 'mile', 'away', 'execut', 'twist', 'deliv', 'hammer']",2
4901,"['onli', 'merchant', 'paid', 'attent', 'stori']",1
4902,"['princess', 'sorvino', 'glide', 'grace', 'male', 'persona', 'femal', 'without', 'miss', 'beat']",3
4903,"['thing', 'thi', 'movi', 'tri', 'get', 'audienc', 'buy', 'wo', 'n', 'fli', 'intellig', 'viewer']",1
4904,"['though', 'rather', 'routin', 'script', 'load', 'familiar', 'situat', 'movi', 'ha', 'cinemat', 'fluiditi', 'sens', 'intellig', 'make', 'work', 'probabl']",3
4905,"['brilliant', 'honest', 'perform', 'nicholson', 'film', 'agon', 'bore', 'except', 'fantast', 'kathi', 'bate', 'turn']",2
4906,"['cynic', 'seriou', 'look', 'teenag', 'boy', 'best', 'teenag']",2
4907,"['thi', 'part', 'useless', 'movi', 'even', 'great', 'director', 'helm']",1
4908,"['mr', 'deed', 'realli', 'film', 'much', 'loos', 'collect', 'funni', 'gag', 'scatter', 'moment', 'lazi', 'humor']",0
4909,"['secretari', 'manag', 'neat', 'trick', 'bundl', 'flower', 'pervers', 'comedi', 'romanc', 'strang', 'tempt', 'bouquet', 'movi']",4
4910,"['dull', 'spiritless', 'silli', 'monoton', 'ultra', 'loud', 'blast', 'pointless', 'mayhem', 'go', 'nowher', 'fast']",0
4911,"['yet', 'anoth', 'weepi', 'southern', 'bore', 'athon']",2
4912,"['actual', 'pretti', 'funni', 'wrong', 'place']",2
4913,"['madonna', 'ha', 'made', 'often', 'appar', 'noth', 'left', 'work', 'sort', 'like', 'michael', 'jackson', 'nose']",0
4914,"['bottom', 'rung', 'new', 'jack', 'citi', 'wannab']",1
4915,"['gener', 'air', 'exuber', 'benjamin', 'hard', 'resist']",3
4916,"['certain', 'sens', 'experiment', 'improvis', 'thi', 'film', 'may', 'alway', 'work', 'nevertheless', 'compel']",3
4917,"['film', 'masterpiec', 'nuanc', 'character', 'mar', 'onli', 'inexplic', 'utterli', 'distract', 'blunder', 'veri', 'end']",2
4918,"['play', 'profound', 'crazier', 'michael', 'jackson', 'top', 'floor', 'skyscrap', 'nurseri', 'surround', 'open', 'window']",3
4919,"['lrb', 'gosl', 'rrb', 'combin', 'explos', 'physic', 'energi', 'convinc', 'intellig', 'help', 'creat', 'complex', 'unpredict', 'charact']",3
4920,"['beauti', 'made', 'natur', 'film', 'tribut', 'woman', 'whose', 'passion', 'thi', 'region', 'inhabit', 'still', 'shine', 'quiet', 'blue', 'eye']",4
4921,"['dens', 'exhilar', 'documentari']",3
4922,"['even', 'steven', 'spielberg', 'ha', 'dream', 'blatant', 'sicken', 'product', 'placement', 'movi']",0
4923,"['stand', 'crocodil', 'hunter', 'ha', 'hurri', 'badli', 'cobbl', 'look', '1959', 'godzilla', 'combin', 'scene', 'japanes', 'monster', 'flick', 'shot', 'raymond', 'burr', 'comment', 'monster', 'path', 'destruct']",1
4924,"['eighth', 'grade', 'girl', 'like', 'doze', 'dure', 'thi', 'one']",0
4925,"['crime', 'movi', 'made', 'someon', 'obvious', 'know', 'noth', 'crime']",0
4926,"['movi', 'despit', 'rough', 'edg', 'tendenc', 'sag', 'certain', 'place', 'wri', 'engross']",3
4927,"['nobl', 'failur']",1
4928,"['becom', 'bit', 'mishmash', 'tearjerk', 'doe', 'n', 'thriller', 'wo', 'n']",0
4929,"['ex', 'marin', 'walter', 'may', 'may', 'shot', 'kennedi', 'actor', 'raymond', 'j', 'barri', 'perfectli', 'creepi', 'believ']",3
4930,"['bad', 'plot', 'unfortun', 'movi', 'nowher', 'near', 'refin', 'classic', 'drama', 'borrow']",2
4931,"['final', 'minut', 'thi', 'percept', 'studi', 'two', 'famili', 'crisi', 'two', 'girl', 'whose', 'friendship', 'sever', 'test', 'bad', 'luck', 'immatur']",1
4932,"['like', 'lot', 'smaller', 'scene']",3
4933,"['beauti', 'reclaim', 'stori', 'carmen', 'recreat', 'african', 'idiom']",3
4934,"['rather', 'charg', 'money', 'thi']",0
4935,"['could', 'daytim', 'soap', 'opera', 'actual', 'compel', 'look', 'young', 'woman', 'tragic', 'odyssey']",3
4936,"['film', 'action', 'ultim', 'x', 'gabbiest', 'giant', 'screen', 'movi', 'ever', 'bog', 'barrag', 'hype']",1
4937,"['one', 'involv', 'save', 'dash', 'show', 'slightest', 'aptitud', 'act', 'script', 'credit', 'director', 'abdul', 'malik', 'abbott', 'ernest', 'tron', 'anderson', 'seem', 'entir', 'improvis']",0
4938,"['insan', 'hilari']",4
4939,"['psycholog', 'real', 'narr', 'logic', 'seri', 'care', 'choreograph', 'atroc', 'becom', 'strang', 'imperson', 'abstract']",0
4940,"['end', 'doe', 'n', 'work', 'movi', 'work', 'well', 'almost', 'recommend', 'anyway', 'mayb', 'everybodi', 'certainli', 'peopl', 'curios', 'movi', 'go', 'veri', 'right', 'step', 'wrong']",2
4941,"['cumul', 'effect', 'watch', 'thi', '65', 'minut', 'trifl', 'rather', 'like', 'trap', 'weird', 'rel', 'trot', 'video', 'took', 'famili', 'vacat', 'stoneheng']",0
4942,"['waterlog', 'version', 'fatal', 'attract', 'teeni', 'bopper', 'set', 'sad', 'soggi', 'potboil', 'wast', 'talent', 'attract', 'young', 'lead']",1
4943,"['inde', 'none', 'word', 'realli', 'get', 'veri', 'special', 'type', 'bad', 'deuc', 'wild']",2
4944,"['complet', 'creativ', 'stillborn', 'execut', 'manner', 'sure', 'could', 'singl', 'iota', 'wors', 'soulless', 'hunk', 'exploit', 'garbag']",0
4945,"['n', 'mani', 'conclus', 'answer', 'film', 'interest', 'stori', 'point', 'person', 'courag', 'tragedi', 'littl', 'guy', 'v', 'big', 'guy']",3
4946,"['asid', 'fact', 'film', 'idiot', 'us', 'websit', 'feardotcom', 'com', 'improperli', 'hammi', 'perform', 'poor', 'stephen', 'rea', 'film', 'get', 'ad', 'disdain', 'fact', 'nearli', 'imposs', 'look', 'understand']",0
4947,"['insuffer', 'naiv']",1
4948,"['anim', 'drivel', 'meant', 'enhanc', 'self', 'imag', 'drool', 'idiot']",1
4949,"['perform', 'remark']",4
4950,"['tri', 'hard', 'quirki', 'funni', 'strain', 'evid']",0
4951,"['may', 'play', 'well', 'doubl', 'featur', 'mainstream', 'foreign', 'mush', 'like', 'big', 'fat', 'greek', 'wed']",2
4952,"['lrb', 'creat', 'rrb', 'worst', 'kind', 'mytholog', 'kind', 'sacrific', 'real', 'heroism', 'abject', 'suffer', 'melodrama']",0
4953,"['wonder', 'lush', 'morvern', 'callar', 'pure', 'punk', 'existenti', 'ramsay', 'co', 'writer', 'liana', 'dognini', 'dramat', 'alan', 'warner', 'novel', 'felt', 'like', 'answer', 'irvin', 'welsh', 'book', 'trainspot']",3
4954,"['bad', 'writer', 'director', 'adam', 'rifkin', 'situat', 'plot', 'musti', 'one', 'golden', 'eagl', 'carpet']",1
4955,"['smart', 'sassi', 'except', 'charm', 'romant', 'comedi']",4
4956,"['yet', 'anoth', 'iter', 'becom', 'one', 'movi', 'creepiest', 'convent', 'development', 'disabl', 'portray', 'almost', 'supernatur', 'power', 'humbl', 'teach', 'ultim', 'redeem', 'mental', 'superior', 'friend', 'famili']",1
4957,"['droll', 'bitchi', 'frolic', 'poke', 'fun', 'price', 'popular', 'small', 'town', 'pretens', 'lone', 'star', 'state']",1
4958,"['self', 'style', 'athlet', 'bang', 'brain', 'ground', 'frequent', 'furious', 'capac', 'explain', 'themselv', 'ha', 'gone', 'way', 'natur', 'instinct', 'self', 'preserv']",1
4959,"['amount', 'good', 'act', 'enough', 'save', 'oleand', 'uninspir', 'stori']",1
4960,"['amount', 'nostalgia', 'carvey', 'glori', 'day', 'disguis', 'fact', 'new', 'film', 'lame', 'kiddi', 'flick', 'carvey', 'consider', 'talent', 'wast']",0
4961,"['pay', 'tribut', 'hero', 'way', 'julia', 'robert', 'hand', 'award', 'phoni', 'humil', 'bare', 'camouflag', 'grotesqu', 'narciss']",0
4962,"['like', 'scratch', 'head', 'hide', 'seat']",1
4963,"['beauti', 'piec', 'count', 'heart', 'import', 'humor']",3
4964,"['thi', 'retread', 'dead', 'poet', 'societi']",2
4965,"['pumpkin', 'strut', 'courag', 'pin', 'huckster', 'lapel', 'yellow', 'streak', 'mile', 'wide', 'decor', 'back']",2
4966,"['directori', 'tour', 'de', 'forc', 'bernard', 'rose', 'ivan', 'xtc']",3
4967,"['may', 'undeserv', 'victim', 'critic', 'overkil', 'sinc', 'town', 'countri']",2
4968,"['straight', 'ahead', 'thriller', 'never', 'rise', 'abov', 'superfici']",1
4969,"['tend', 'remind', 'one', 'realli', 'solid', 'woodi', 'allen', 'film', 'excel', 'use', 'new', 'york', 'local', 'sharp', 'write']",4
4970,"['film', 'made', 'littl', 'moment']",2
4971,"['strang', 'way', 'egoyan', 'ha', 'done', 'much']",2
4972,"['wise', 'deadpan', 'humor']",3
4973,"['instead', 'panoram', 'sweep', 'kapur', 'give', 'u', 'episod', 'choppi', 'undermin', 'stori', 'emot', 'thrust']",1
4974,"['interest', 'jerk', 'byzantin', 'incarn', 'bother', 'pleasur', 'audienc']",0
4975,"['film', 'hoot', 'good', 'better', 'much', 'saturday', 'morn', 'tv', 'especi', 'pseudo', 'educ', 'stuff', 'ca', 'n', 'stand']",4
4976,"['russian', 'word', 'wow']",3
4977,"['pascal', 'bailli', 'rom', 'com']",2
4978,"['veri', 'pretti', 'school', 'special']",2
4979,['catch'],3
4980,"['thi', 'real', 'life', 'hollywood', 'fairi', 'tale', 'engag', 'usual', 'fantasi', 'hollywood', 'produc']",3
4981,"['scott', 'convinc', 'portray', 'roger', 'sad', 'cad', 'realli', 'give', 'film', 'oomph']",3
4982,['shallow'],1
4983,"['screenwrit', 'dan', 'schneider', 'director', 'shawn', 'levi', 'substitut', 'volum', 'primari', 'color', 'humor', 'bite']",3
4984,"['film', 'enthral', 'whole', 'famili']",3
4985,"['true', 'animatron', 'root', 'stiff', 'ponder', 'charmless', 'mechan', 'apparatu', 'countri', 'bear', 'never', 'brought', 'hibern']",0
4986,"['filmmak', 'play', 'big', 'boy', 'new', 'york', 'l', 'end', 'mock', 'kind', 'folk', 'n', 'understand', 'one', 'figur', 'power', 'luncher', 'n', 'care', 'understand', 'either']",1
4987,"['biggest', 'problem', 'roger', 'avari', 'uproar', 'mpaa', 'even', 'director', 'cut', 'glori', 'made', 'film', 'bare', 'shock', 'bare', 'interest', 'bare', 'anyth']",0
4988,"['lrb', 'rrb', 'oo', 'mani', 'gross', 'scene']",1
4989,"['head', 'turner', 'thought', 'written', 'beauti', 'read', 'final', 'deepli', 'human']",4
4990,"['remind', 'hong', 'kong', 'action', 'cinema', 'still', 'aliv', 'kick']",3
4991,"['poignant', 'comedi', 'offer', 'food', 'thought']",4
4992,"['origin', 'gangster', 'sweat', 'bullet', 'worri', 'contract', 'hi', 'life']",2
4993,"['weighti', 'theme', 'grave', 'youngster', 'stori', 'steep', 'fairi', 'tale', 'childish', 'thing', 'appeal', 'much', 'teenag']",1
4994,"['stori', 'undeni', 'hard', 'follow', 'iwai', 'gorgeou', 'visual', 'seduc']",3
4995,"['extraordinari', 'debut', 'josh', 'kouri']",4
4996,"['smother', 'solemn']",2
4997,"['even', 'push', 'agenda', 'forc', 'thi', 'remain', 'film', 'someth', 'one', 'attempt', 'often', 'achiev', 'level', 'connect', 'concern']",3
4998,"['writer', 'director', 'walter', 'hill', 'co', 'writer', 'david', 'giler', 'tri', 'creat', 'charact', 'obviou', 'clich', 'wind', 'use', 'punch', 'bag']",1
4999,"['secret', 'ballot', 'funni', 'puzzl', 'movi', 'ambigu', 'enough', 'engag', 'oddli', 'move']",4
5000,"['sorri', 'mess', 'director', 'diabol', 'debut', 'mad', 'cow']",0
5001,"['thi', 'film', 'ha', 'list', 'cast', 'strong', 'support', 'player', 'tale', 'like', 'central', 'figur', 'vivi', 'littl', 'bit', 'hard', 'love']",1
5002,"['child', 'wo', 'n', 'enjoy', 'movi']",1
5003,"['lie', 'big', 'fat', 'liar', 'real', 'charmer']",4
5004,"['witti', 'low', 'key', 'romant', 'comedi']",4
5005,"['streamlin', 'tight', 'brisk', '85', 'minut', 'screwbal', 'thriller', 'big', 'troubl', 'funni', 'harmless', 'substanti', 'tub', 'popcorn', 'extra', 'butter']",2
5006,"['death', 'might', 'releas']",1
5007,"['spirit', 'visual', 'treat', 'take', 'chanc', 'bold', 'studio', 'standard', 'lack', 'strong', 'narr']",3
5008,"['go', 'pack', 'knit', 'needl']",0
5009,"['implicitli', 'acknowledg', 'celebr', 'gloriou', 'chicaneri', 'self', 'delus', 'thi', 'american', 'busi', 'reason', 'may', 'oddli', 'honest', 'hollywood', 'document']",3
5010,"['much', 'ladi', 'duke', 'quiet', 'decis', 'moment', 'member', 'cultur', 'elit', 'determin', 'proceed', 'world', 'implod']",3
5011,"['movi', 'pretti', 'funni', 'without', 'ani', 'way', 'demean', 'subject']",3
5012,"['movi', 'held', 'captiv', 'mediocr']",1
5013,"['treat', 'delight', 'witti', 'improb', 'romant', 'comedi', 'zippi', 'jazzi', 'score', 'grant', 'bullock', 'make', 'look', 'though', 'much', 'fun']",4
5014,"['wherea', 'extrem', 'compet', 'hitman', 'film', 'pulp', 'fiction', 'get', 'shorti', 'reson', 'sardon', 'verv', 'caustic', 'purpos', 'exist', 'cleti', 'tout']",2
5015,"['probabl', 'worth', 'catch', 'sole', 'visual', 'merit']",3
5016,"['bartlett', 'hero', 'remain', 'reactiv', 'cipher', 'open', 'man', 'head', 'heart', 'onli', 'imagin', 'reason', 'film', 'made']",2
5017,"['may', 'think', 'figur', 'con', 'player', 'thi', 'debut', 'film', 'argentin', 'director', 'fabian', 'bielinski', 'think', 'someon', 'made', 'wallet']",1
5018,"['sharp', 'quick', 'documentari', 'funni', 'pithi', 'illumin', 'era', 'theatric', 'comedi', 'past', 'realli', 'n']",3
5019,"['major', 'wast', 'gener']",0
5020,"['lrb', 'johnni', 'wai', 'ka', 'fai', 'rrb', 'sure', 'find', 'enthusiast', 'audienc', 'among', 'american', 'action', 'adventur', 'buff', 'film', 'interest', 'may', 'narrow', 'attract', 'crossov', 'viewer']",1
5021,"['movi', 'dud']",0
5022,"['fun', 'adventur', 'movi', 'kid', 'lrb', 'age', 'rrb', 'like', 'adventur']",4
5023,"['type', 'film', 'grow', 'n', 'see', 'often', 'enough', 'day', 'realist', 'urgent', 'sugarco', 'least']",3
5024,"['great', 'script', 'brought', 'lousi', 'direct']",1
5025,"['unless', 'come', 'film', 'skateboard', 'arm', 'go', 'feel', 'like', 'n', 'invit', 'parti']",1
5026,"['downbeat', 'nearli', 'humorless', 'becom', 'chore', 'sit', 'despit', 'first', 'rate', 'perform', 'lead']",1
5027,"['thing', 'sort', 'minimalist', 'beauti', 'beast', 'thi', 'case', 'beast', 'definit', 'get', 'top', 'bill']",4
5028,"['thi', 'pictur', 'mostli', 'lump', 'run', 'mill', 'profan', 'sprinkl', 'remark', 'gear', 'toward', 'engend', 'audienc', 'sympathi', 'might', 'think', 'wa', 'run', 'offic', 'tri', 'win', 'probat', 'offic']",1
5029,"['tell', 'lrb', 'stori', 'rrb', 'atmospher', 'ballast', 'shrug', 'plot', 'persnicketi', 'problem', 'simpli', 'matter', 'lrb', 'rrb', 'shrug', 'mood']",2
5030,"['fast', 'pace', 'wonder', 'edit', 'film', 'extrem', 'thorough']",4
5031,"['give', 'everyon', 'someth', 'shout']",4
5032,"['showcas', 'scenic', 'splendor', 'mountain', 'legendari', 'actor', 'michel', 'serrault', 'film', 'le', 'success', 'level']",3
5033,"['thing', 'frustrat', 'film', 'buff', 'see', 'otherwis', 'good', 'movi', 'mar', 'beyond', 'redempt', 'disastr', 'end']",1
5034,"['long', 'thi', 'movi']",1
5035,"['fire', 'burn', 'onli', 'come', 'face', 'face', 'coupl', 'dragon', 'film', 'ultim', 'fail']",1
5036,"['parker', 'updat', 'set', 'attempt', 'make', 'film', 'relev', 'today', 'without', 'fulli', 'understand', 'wa', 'made', 'stori', 'relev', 'first', 'place']",1
5037,"['miss', 'moral']",1
5038,"['ok', 'arthous']",2
5039,"['film', 'exactli', 'assur', 'execut', 'notabl', 'sheer', 'audac', 'open']",3
5040,"['onli', 'remind', 'use', 'make', 'movi', 'also', 'sometim', 'still', 'made']",3
5041,"['true', 'titl', 'trap', 'audienc', 'seri', 'relentlessli', 'nasti', 'situat', 'would', 'pay', 'consider', 'ransom', 'look']",1
5042,"['follow', 'basic', 'plot', 'trajectori', 'nearli', 'everi', 'schwarzenegg', 'film', 'someon', 'cross', 'arni']",2
5043,"['hot', 'topic', 'plot', 'releg', 'background', 'welcom', 'step', 'forward', 'salli', 'jess', 'raphael', 'atmospher', 'film', 'like', 'philadelphia', 'american', 'beauti']",3
5044,"['contrast', 'origin', 'ringu', 'current', 'american', 'adapt', 'akin', 'compar', 'evil', 'dead', 'evil', 'dead', 'ii']",1
5045,"['film', 'plight', 'american', 'indian', 'modern', 'america', 'skin', 'come', 'welcom', 'downbeat', 'missiv', 'forgotten', 'front']",3
5046,"['director', 'paul', 'cox', 'unorthodox', 'abstract', 'approach', 'visual', 'nijinski', 'diari', 'stimul', 'demand']",3
5047,"['like', 'veri', 'littl', 'crossov', 'appeal', 'without', 'much', 'interest', 'elizabethan', 'lrb', 'well', 'rank', 'frustrat', 'know', 'rubbo', 'dumb', 'tactic', 'rrb', 'much', 'ado', 'someth', 'amic', 'endeavor']",3
5048,"['film', 'fierc', 'danc', 'destruct']",3
5049,"['imposs', 'even', 'categor', 'thi', 'smutti', 'guilti', 'pleasur']",1
5050,"['noth', 'widget', 'crank', 'assembl', 'line', 'see', 'stupid', 'american', 'get', 'kick', 'goofi', 'brit', 'cute', 'accent', 'perform', 'age', 'old', 'slapstick', 'unfunni', 'trick']",1
5051,"['make', 'differ']",3
5052,"['look', 'like', 'action', 'movi', 'poorli', 'made', 'level', 'doe', 'n', 'even', 'qualifi', 'spoof']",0
5053,"['like', 'invit', 'classi', 'dinner', 'soire', 'know', 'anyon']",2
5054,"['get', 'feardotcom', 'like', 'someth', 'bad', 'clive', 'barker', 'movi']",0
5055,"['knockaround', 'guy', 'play', 'like', 'student', 'film', 'two', 'guy', 'desper', 'want', 'quentin', 'tarantino', 'grow']",1
5056,"['stori', 'lack', 'ani', 'real', 'emot', 'impact', 'plot', 'contriv', 'clich']",0
5057,"['probabl', 'love']",4
5058,"['one', 'slough', 'one', 'way', 'mire', 'thi', 'alleg', 'psycholog', 'thriller', 'search', 'purpos', 'even', 'plot']",0
5059,"['cynic', 'need', 'appli']",2
5060,"['involv', 'inspir', 'drama', 'sometim', 'fall', 'prey', 'sob', 'stori', 'trap']",2
5061,"['sens', 'real', 'magic', 'perhap']",3
5062,"['bouquet', 'give', 'perform', 'masterli']",4
5063,"['ye', 'spirit', 'away', 'triumph', 'imagin', 'also', 'failur', 'storytel']",1
5064,"['face', 'chillingli', 'unemot', 'yet', 'commun', 'great', 'deal', 'hi', 'perform']",2
5065,"['shrewd', 'pointless']",1
5066,"['headi', 'bite', 'bop', 'ride', 'nighttim', 'manhattan', 'loquaci', 'videologu', 'modern', 'male', 'length', 'go', 'weav', 'protect', 'cocoon', 'around', 'hi', 'ego']",3
5067,"['eight', 'leg', 'freak', 'wa', 'entertain', 'final', 'hour', 'would', 'problem', 'give', 'unqualifi', 'recommend']",2
5068,"['weird', 'littl', 'movi', 'amus', 'enough', 'watch', 'offer', 'fine', 'act', 'moment', 'pungent', 'insight', 'modern', 'l', 'show', 'biz', 'medium', 'subcultur']",3
5069,"['lack', 'thesi', 'make', 'maryam', 'end', 'play', 'intellectu', 'emot', 'impact', 'school', 'special']",2
5070,"['high', 'mind', 'snoozer']",1
5071,"['better', 'go', 'know', 'full', 'well', 'go', 'happen', 'let', 'earnest', 'execut', 'skill', 'cast', 'take', 'familiar', 'road', 'twist']",3
5072,"['littl', 'le', 'extrem', 'past', 'longer', 'exposit', 'sequenc', 'fewer', 'gag', 'break', 'tedium']",1
5073,"['camera', 'twirl']",2
5074,"['thi', 'version', 'doe', 'justic', 'stevenson', 'sci', 'fi', 'genr']",3
5075,"['bore', 'masquerad', 'ball', 'normal', 'good', 'actor', 'even', 'kingsley', 'made', 'look', 'bad']",1
5076,"['splatter', 'movi', 'probabl', 'reason', 'good', 'time', 'salton', 'sea']",3
5077,"['coupl', 'cop', 'copmovieland', 'two', 'narc', 'find', 'new', 'rout', 'familiar', 'neighborhood']",3
5078,"['hate', 'becaus', 'lousi']",0
5079,"['nick', 'refus', 'let', 'slacker', 'seen', 'anoth', 'teen', 'movi', 'mean', 'forgiven', 'frequent', 'pander', 'fan', 'gross', 'comedi']",3
5080,"['director', 'lee', 'ha', 'true', 'cinemat', 'knack', 'also', 'nice', 'see', 'movi', 'heart', 'thoroughli', 'unabashedli', 'sleev']",4
5081,"['movi', 'quit', 'simpli', 'n', 'made']",0
5082,"['style', 'cross', 'countri', 'adventur', 'ha', 'sporad', 'burst', 'liveli', 'slapstick', 'ear', 'pleas', 'song', 'soundtrack']",3
5083,"['howard', 'hi', 'co', 'star', 'give', 'commit', 'perform', 'often', 'undon', 'howard', 'self', 'consciou', 'attempt', 'find', 'literari', 'filmmak', 'style', 'match', 'hi', 'subject']",1
5084,"['film', 'ha', 'uncanni', 'abil', 'right', 'precis', 'think', 'danger', 'go', 'wrong']",3
5085,"['enjoy', 'frothi', 'date', 'movi']",4
5086,"['certainli', 'entertain', 'ride', 'despit', 'mani', 'talki', 'slow', 'scene']",3
5087,"['seri', 'tale', 'told', 'intric', 'precis', 'best', 'short', 'stori', 'write']",4
5088,"['wonder', 'sober', 'heart', 'felt', 'drama']",4
5089,"['cast', 'collect', 'success', 'exampl', 'lovabl', 'loser', 'protagonist', 'show', 'deft', 'comic', 'time']",3
5090,"['plot', 'anim', 'offer', 'daytim', 'tv', 'servic', 'littl']",1
5091,"['evid', 'befor', 'u', 'answer', 'clear', 'easili', 'end', 'well', 'enough']",1
5092,"['see', 'think', 'see']",2
5093,"['canada', 'arctic', 'light', 'shine', 'bright', 'thi', 'frozen', 'tundra', 'soap', 'opera', 'breath', 'extraordinari', 'life', 'privat', 'exist', 'inuit', 'peopl']",3
5094,"['sever', 'uninterest', 'unlik', 'peopl', 'bad', 'thing', 'unfaith']",0
5095,"['play', 'like', 'old', 'diseas', 'week', 'small', 'screen', 'melodrama']",1
5096,"['altern', 'faceti', 'comic', 'parodi', 'pulp', 'melodrama', 'thi', 'smart', 'aleck', 'movi', 'toss', 'around', 'intrigu', 'question', 'differ', 'human', 'android', 'life']",3
5097,"['want', 'real', 'movi', 'buy', 'criterion', 'dvd']",1
5098,"['delib', 'account', 'lifestyl', 'character', 'surfac', 'obsess', 'one', 'typifi', 'delirium', 'post', 'pre', 'extant', 'stardom']",3
5099,"['lux', 'eighti', 'doe', 'great', 'combin', 'act', 'narrat', 'jewish', 'grandmoth', 'subject', 'take', 'u', 'film', 'part', 'biographi', 'part', 'entertain', 'part', 'histori']",4
5100,"['video', 'game', 'involv', 'thi', 'mess']",1
5101,"['featur', 'fincher', 'characterist', 'startl', 'visual', 'style', 'almost', 'palpabl', 'sens', 'intens']",3
5102,"['none', 'charact', 'plot', 'line', 'flesh', 'enough', 'build', 'ani', 'interest']",1
5103,"['otherwis', 'thi', 'could', 'passabl', 'date', 'film']",1
5104,"['monster', 'born', 'made']",2
5105,"['element', 'place', 'great', 'film', 'noir', 'director', 'georg', 'hickenloop', 'approach', 'materi', 'upbeat']",1
5106,"['littl', 'melodramat', 'enough', 'hope', 'keep', 'engag']",3
5107,"['gener', 'slasher', 'movi', 'nonsens', 'without', 'style']",2
5108,"['superl', 'b', 'movi', 'funni', 'sexi', 'rous']",3
5109,"['n', 'go', 'straight', 'video']",2
